"version","version_season","season","episode","castaway","castaway_id","confessional_count","confessional_time","exp_count","exp_time"
"US","US49",49,1,"Alex","US0734",11,200,8.26548453924617,150.281537077203
"US","US49",49,1,"Annie","US0735",2,49,4.4357788337912,108.676581427884
"US","US49",49,1,"Jake","US0736",8,133,4.4357788337912,73.7448231117788
"US","US49",49,1,"Jason","US0737",2,22,2.93057396902594,32.2363136592853
"US","US49",49,1,"Jawan","US0738",5,109,2.77411230610211,60.4756482730259
"US","US49",49,1,"Jeremiah","US0739",6,121,4.4357788337912,89.4548731481226
"US","US49",49,1,"Kristina","US0740",2,39,2.93057396902594,57.1461923960058
"US","US49",49,1,"Matt","US0741",3,45,2.93057396902594,43.958609535389
"US","US49",49,1,"MC","US0742",1,8,2.93057396902594,23.4445917522075
"US","US49",49,1,"Nate","US0743",4,74,2.77411230610211,51.321077662889
"US","US49",49,1,"Nicole","US0744",5,27,6.65769000006592,35.951526000356
"US","US49",49,1,"Rizo","US0745",12,196,6.76027967448091,110.417901349855
"US","US49",49,1,"Sage","US0746",1,28,2.77411230610211,77.675144570859
"US","US49",49,1,"Savannah","US0747",6,117,2.77411230610211,54.0951899689911
"US","US49",49,1,"Shannon","US0748",4,57,2.77411230610211,39.531100361955
"US","US49",49,1,"Sophi","US0749",8,106,4.4357788337912,58.7740695477334
"US","US49",49,1,"Sophie","US0750",2,22,2.93057396902594,32.2363136592853
"US","US49",49,1,"Steven","US0751",5,95,2.93057396902594,55.6809054114928
"US","US49",49,2,"Alex","US0734",10,209,9.28442848080266,194.044555248776
"US","US49",49,2,"Annie","US0735",4,76,5.18041599409855,98.4279038878725
"US","US49",49,2,"Jake","US0736",8,112,6.3956095411534,89.5385335761475
"US","US49",49,2,"Jason","US0737",0,0,2.24515378354451,0
"US","US49",49,2,"Jawan","US0738",5,77,8.03138076827448,123.683263831427
"US","US49",49,2,"Jeremiah","US0739",3,59,3.5010645312165,68.8542691139245
"US","US49",49,2,"Kristina","US0740",0,0,2.24515378354451,0
"US","US49",49,2,"Matt","US0741",5,51,5.1396987934814,52.4249276935103
"US","US49",49,2,"MC","US0742",2,34,2.24515378354451,38.1676143202567
"US","US49",49,2,"Nate","US0743",1,46,2.24515378354451,103.277074043047
"US","US49",49,2,"Rizo","US0745",1,20,2.24515378354451,44.9030756708902
"US","US49",49,2,"Sage","US0746",1,10,2.24515378354451,22.4515378354451
"US","US49",49,2,"Savannah","US0747",5,103,2.24515378354451,46.2501679410169
"US","US49",49,2,"Shannon","US0748",2,39,2.24515378354451,43.7804987791179
"US","US49",49,2,"Sophi","US0749",5,116,3.5010645312165,81.2246971242228
"US","US49",49,2,"Sophie","US0750",1,18,2.24515378354451,40.4127681038012
"US","US49",49,2,"Steven","US0751",1,19,2.24515378354451,42.6579218873457
"US","US49",49,3,"Alex","US0734",6,148,3.593359286415,88.6361957315699
"US","US49",49,3,"Jake","US0736",2,42,4.01028552908337,84.2159961107507
"US","US49",49,3,"Jason","US0737",2,35,2.35677024255334,41.2434792446835
"US","US49",49,3,"Jawan","US0738",1,20,2.35677024255334,47.1354048510669
"US","US49",49,3,"Jeremiah","US0739",3,53,5.24687457294502,92.6947841220287
"US","US49",49,3,"Kristina","US0740",0,0,2.35677024255334,0
"US","US49",49,3,"Matt","US0741",0,0,2.35677024255334,0
"US","US49",49,3,"MC","US0742",4,91,5.20396480234961,118.390199253454
"US","US49",49,3,"Nate","US0743",2,48,2.35677024255334,56.5624858212803
"US","US49",49,3,"Rizo","US0745",2,45,5.20396480234961,117.089208052866
"US","US49",49,3,"Sage","US0746",4,77,2.35677024255334,45.3678271691519
"US","US49",49,3,"Savannah","US0747",2,23,2.35677024255334,27.1028577893635
"US","US49",49,3,"Shannon","US0748",1,15,2.35677024255334,35.3515536383002
"US","US49",49,3,"Sophi","US0749",10,171,3.593359286415,61.4464437976964
"US","US49",49,3,"Sophie","US0750",0,0,2.35677024255334,0
"US","US49",49,3,"Steven","US0751",1,16,2.35677024255334,37.7083238808535
"US","US49",49,4,"Alex","US0734",4,64,2.64908481544931,42.3853570471889
"US","US49",49,4,"Jason","US0737",1,26,3.88567385931096,101.027520342085
"US","US49",49,4,"Jawan","US0738",1,21,3.88567385931096,81.5991510455301
"US","US49",49,4,"Kristina","US0740",3,76,2.64908481544931,67.1101486580491
"US","US49",49,4,"Matt","US0741",5,61,5.53918914584098,67.57810757926
"US","US49",49,4,"MC","US0742",1,19,2.64908481544931,50.3326114935368
"US","US49",49,4,"Nate","US0743",3,21,3.88567385931096,27.1997170151767
"US","US49",49,4,"Rizo","US0745",7,150,6.73286841910722,144.275751838012
"US","US49",49,4,"Sage","US0746",1,46,2.64908481544931,121.857901510668
"US","US49",49,4,"Savannah","US0747",12,145,3.88567385931096,46.9518924666741
"US","US49",49,4,"Shannon","US0748",2,51,2.64908481544931,67.5516627939573
"US","US49",49,4,"Sophi","US0749",6,114,3.88567385931096,73.8278033269082
"US","US49",49,4,"Sophie","US0750",1,17,2.64908481544931,45.0344418626382
"US","US49",49,4,"Steven","US0751",2,55,2.64908481544931,72.8498324248559
"US","US49",49,5,"Alex","US0734",3,47,2.79524210189729,43.7921262630575
"US","US49",49,5,"Jason","US0737",5,103,5.68534643228896,117.118136505153
"US","US49",49,5,"Jawan","US0738",4,83,4.03183114575894,83.660496274498
"US","US49",49,5,"Kristina","US0740",2,47,2.79524210189729,65.6881893945863
"US","US49",49,5,"MC","US0742",7,175,5.64525565014285,141.131391253571
"US","US49",49,5,"Nate","US0743",7,155,6.8818446940045,152.383703938671
"US","US49",49,5,"Rizo","US0745",2,33,4.03183114575894,66.5252139050225
"US","US49",49,5,"Sage","US0746",7,117,2.79524210189729,46.7204751317118
"US","US49",49,5,"Savannah","US0747",11,176,4.03183114575894,64.509298332143
"US","US49",49,5,"Shannon","US0748",6,88,2.79524210189729,40.9968841611602
"US","US49",49,5,"Sophi","US0749",1,28,4.03183114575894,112.89127208125
"US","US49",49,5,"Sophie","US0750",1,27,2.79524210189729,75.4715367512268
"US","US49",49,5,"Steven","US0751",3,64,2.79524210189729,59.6318315071421
"US","US49",49,6,"Alex","US0734",2,38,3.10561466181199,59.0066785744278
"US","US49",49,6,"Jawan","US0738",5,106,4.24326950146015,89.9573134309553
"US","US49",49,6,"Kristina","US0740",1,36,3.10561466181199,111.802127825232
"US","US49",49,6,"MC","US0742",1,40,2.98735875378816,119.494350151527
"US","US49",49,6,"Nate","US0743",2,47,3.10561466181199,72.9819445525817
"US","US49",49,6,"Rizo","US0745",4,83,2.98735875378816,61.9876941411044
"US","US49",49,6,"Sage","US0746",6,104,4.24326950146015,73.550004691976
"US","US49",49,6,"Savannah","US0747",2,37,2.98735875378816,55.266136945081
"US","US49",49,6,"Shannon","US0748",5,103,5.92262096434221,122.00599186545
"US","US49",49,6,"Sophi","US0749",3,87,5.87904072858124,170.492181128856
"US","US49",49,6,"Sophie","US0750",2,45,3.10561466181199,69.8763298907697
"US","US49",49,6,"Steven","US0751",5,79,4.24326950146015,67.0436581230704
"US","US49",49,7,"Alex","US0734",2,32,4.06969402068886,65.1151043310217
"US","US49",49,7,"Jawan","US0738",5,76,4.06969402068886,61.8593491144707
"US","US49",49,7,"Kristina","US0740",3,38,4.06969402068886,51.5494575953922
"US","US49",49,7,"MC","US0742",7,172,6.64963937213457,163.391138858164
"US","US49",49,7,"Nate","US0743",4,81,5.75816409580449,116.602822940041
"US","US49",49,7,"Rizo","US0745",2,46,5.10911450531108,117.509633622155
"US","US49",49,7,"Sage","US0746",7,120,6.64963937213457,113.993817808021
"US","US49",49,7,"Savannah","US0747",4,61,4.06969402068886,62.0628338155051
"US","US49",49,7,"Sophi","US0749",5,73,5.10911450531108,74.5930717775418
"US","US49",49,7,"Sophie","US0750",6,87,5.10911450531108,74.0821603270107
"US","US49",49,7,"Steven","US0751",7,140,5.10911450531108,102.182290106222
"US","US49",49,8,"Alex","US0734",4,77,4.38906654714314,84.4895310325054
"US","US49",49,8,"Jawan","US0738",7,145,4.38906654714314,90.9163784765364
"US","US49",49,8,"Kristina","US0740",2,43,6.96901189858885,149.83375581966
"US","US49",49,8,"MC","US0742",3,67,5.03811613763654,112.517927073883
"US","US49",49,8,"Rizo","US0745",5,117,4.38906654714314,102.704157203149
"US","US49",49,8,"Sage","US0746",6,138,4.38906654714314,100.948530584292
"US","US49",49,8,"Savannah","US0747",13,202,6.96901189858885,108.287723347304
"US","US49",49,8,"Sophi","US0749",2,26,4.38906654714314,57.0578651128608
"US","US49",49,8,"Sophie","US0750",4,82,4.38906654714314,89.9758642164343
"US","US49",49,8,"Steven","US0751",3,78,4.38906654714314,114.115730225722
"US","US49",49,9,"Alex","US0734",2,63,6.29849516180976,198.402597597008
"US","US49",49,9,"Jawan","US0738",8,152,4.63600154938822,88.0840294383762
"US","US49",49,9,"Kristina","US0740",8,138,5.65943094963164,97.6251838811457
"US","US49",49,9,"Rizo","US0745",7,146,4.63600154938822,96.6937466015258
"US","US49",49,9,"Sage","US0746",5,57,4.63600154938822,52.8504176630257
"US","US49",49,9,"Savannah","US0747",3,47,5.65943094963164,88.6644182108957
"US","US49",49,9,"Sophi","US0749",5,110,4.63600154938822,101.992034086541
"US","US49",49,9,"Sophie","US0750",5,81,5.65943094963164,91.6827813840325
"US","US49",49,9,"Steven","US0751",3,62,4.63600154938822,95.8106986873566
"US","US49",49,10,"Jawan","US0738",5,113,5.6768611905451,128.297062906319
"US","US49",49,10,"Kristina","US0740",5,89,5.02781160005169,89.4950464809201
"US","US49",49,10,"Rizo","US0745",4,84,5.02781160005169,105.584043601085
"US","US49",49,10,"Sage","US0746",6,116,6.06723208467391,117.299820303696
"US","US49",49,10,"Savannah","US0747",3,68,5.02781160005169,113.963729601172
"US","US49",49,10,"Sophi","US0749",4,55,6.06723208467391,83.4244411642662
"US","US49",49,10,"Sophie","US0750",6,154,6.06723208467391,155.72562350663
"US","US49",49,10,"Steven","US0751",7,108,6.06723208467391,93.6087235921117
"US","US49",49,11,"Kristina","US0740",2,55,5.34718412650596,147.047563478914
"US","US49",49,11,"Rizo","US0745",8,134,5.34718412650596,89.5653341189749
"US","US49",49,11,"Sage","US0746",8,114,5.34718412650596,76.19737380271
"US","US49",49,11,"Savannah","US0747",3,57,5.34718412650596,101.596498403613
"US","US49",49,11,"Sophi","US0749",7,164,5.34718412650596,125.276885249568
"US","US49",49,11,"Sophie","US0750",6,151,5.99623371699937,150.905215211151
"US","US49",49,11,"Steven","US0751",17,367,7.92712947795168,171.132736376957
"US","US49",49,12,"Kristina","US0740",3,63,5.66655665296024,118.997689712165
"US","US49",49,12,"Rizo","US0745",6,192,5.66655665296024,181.329812894728
"US","US49",49,12,"Sage","US0746",5,90,5.66655665296024,101.998019753284
"US","US49",49,12,"Savannah","US0747",8,159,6.70597713758246,133.281295609451
"US","US49",49,12,"Sophi","US0749",8,256,5.66655665296024,181.329812894728
"US","US49",49,12,"Steven","US0751",7,159,6.31560624345365,143.454484672733
"US","US49",49,13,"Kristina","US0740",4,58,13.1678809433557,190.934273678658
"US","US49",49,13,"Rizo","US0745",9,155,13.1678809433557,226.780171802238
"US","US49",49,13,"Sage","US0746",10,155,13.1678809433557,204.102154622014
"US","US49",49,13,"Savannah","US0747",12,246,13.1678809433557,269.941559338792
"US","US49",49,13,"Sophi","US0749",15,276,18.2880801793018,336.500675299154
"US","US48",48,1,"Bianca","US0716",1,17,2.96465041052624,50.399056978946
"US","US48",48,1,"Cedrek","US0717",3,38,4.48735765743994,56.8398636609059
"US","US48",48,1,"Charity","US0718",2,16,2.8063694259405,22.450955407524
"US","US48",48,1,"Chrissy","US0719",1,10,2.8063694259405,28.063694259405
"US","US48",48,1,"David","US0720",4,54,2.8063694259405,37.8859872501968
"US","US48",48,1,"Eva","US0721",6,108,2.96465041052624,53.3637073894723
"US","US48",48,1,"Joe","US0722",4,78,2.96465041052624,57.8106830052616
"US","US48",48,1,"Justin","US0723",2,32,4.48735765743994,71.797722519039
"US","US48",48,1,"Kamilla","US0724",6,58,2.8063694259405,27.1282377840915
"US","US48",48,1,"Kevin","US0725",13,168,4.48735765743994,57.9904681884546
"US","US48",48,1,"Kyle","US0726",10,104,2.8063694259405,29.1862420297812
"US","US48",48,1,"Mary","US0727",3,48,4.48735765743994,71.797722519039
"US","US48",48,1,"Mitch","US0728",3,44,2.8063694259405,41.1600849137941
"US","US48",48,1,"Sai","US0729",21,228,12.228167866886,132.762965411905
"US","US48",48,1,"Shauhin","US0730",4,54,2.96465041052624,40.0227805421042
"US","US48",48,1,"Star","US0731",2,39,2.96465041052624,57.8106830052616
"US","US48",48,1,"Stephanie","US0732",6,108,6.73510500006669,121.2318900012
"US","US48",48,1,"Thomas","US0733",4,62,2.96465041052624,45.9520813631567
"US","US48",48,2,"Bianca","US0716",1,12,2.21061295610536,26.5273554732644
"US","US48",48,2,"Cedrek","US0717",2,52,3.44720199996702,89.6272519991424
"US","US48",48,2,"Charity","US0718",4,39,2.21061295610536,21.5534763220273
"US","US48",48,2,"Chrissy","US0719",2,6,2.21061295610536,6.63183886831609
"US","US48",48,2,"David","US0720",7,59,2.21061295610536,18.6323092014595
"US","US48",48,2,"Eva","US0721",2,31,2.21061295610536,34.2645008196331
"US","US48",48,2,"Joe","US0722",4,56,2.21061295610536,30.9485813854751
"US","US48",48,2,"Justin","US0723",3,35,3.44720199996702,40.2173566662818
"US","US48",48,2,"Kamilla","US0724",1,59,2.21061295610536,130.426164410216
"US","US48",48,2,"Kevin","US0725",3,59,5.10071728649704,100.314106634442
"US","US48",48,2,"Kyle","US0726",3,46,7.90500207569789,121.210031827368
"US","US48",48,2,"Mary","US0727",4,50,6.29721554821257,78.7151943526572
"US","US48",48,2,"Mitch","US0728",3,33,5.05780751590163,55.6358826749179
"US","US48",48,2,"Sai","US0729",7,101,3.44720199996702,49.7382002852384
"US","US48",48,2,"Shauhin","US0730",3,86,2.21061295610536,63.3709047416871
"US","US48",48,2,"Star","US0731",3,100,5.05780751590163,168.593583863388
"US","US48",48,2,"Thomas","US0733",5,56,5.05780751590163,56.6474441780982
"US","US48",48,3,"Bianca","US0716",7,79,5.2067837907989,58.7622742104448
"US","US48",48,3,"Cedrek","US0717",3,47,3.593359286415,56.2959621538349
"US","US48",48,3,"Charity","US0718",2,15,2.35677024255334,17.6757768191501
"US","US48",48,3,"Chrissy","US0719",0,0,2.35677024255334,0
"US","US48",48,3,"David","US0720",4,71,2.35677024255334,41.8326718053219
"US","US48",48,3,"Eva","US0721",3,58,2.35677024255334,45.5642246893647
"US","US48",48,3,"Joe","US0722",1,42,2.35677024255334,98.9843501872405
"US","US48",48,3,"Justin","US0723",8,80,8.09688812119058,80.9688812119058
"US","US48",48,3,"Kamilla","US0724",5,57,5.20396480234961,59.3251987467855
"US","US48",48,3,"Kyle","US0726",2,39,2.35677024255334,45.9570197297902
"US","US48",48,3,"Mary","US0727",8,145,3.593359286415,65.1296370662718
"US","US48",48,3,"Mitch","US0728",1,19,2.35677024255334,44.7786346085135
"US","US48",48,3,"Sai","US0729",6,102,3.593359286415,61.0871078690549
"US","US48",48,3,"Shauhin","US0730",1,37,2.35677024255334,87.2004989744737
"US","US48",48,3,"Star","US0731",1,20,2.35677024255334,47.1354048510669
"US","US48",48,3,"Thomas","US0733",5,57,2.35677024255334,26.8671807651081
"US","US48",48,4,"Bianca","US0716",2,42,2.54203577164197,53.3827512044814
"US","US48",48,4,"Cedrek","US0717",2,52,2.54203577164197,66.0929300626912
"US","US48",48,4,"Charity","US0718",2,36,2.54203577164197,45.7566438895555
"US","US48",48,4,"Chrissy","US0719",2,41,2.54203577164197,52.1117333186604
"US","US48",48,4,"David","US0720",2,37,2.54203577164197,47.0276617753765
"US","US48",48,4,"Eva","US0721",4,53,2.54203577164197,33.6819739742561
"US","US48",48,4,"Joe","US0722",4,59,3.79794651931396,56.0197111598809
"US","US48",48,4,"Kamilla","US0724",6,94,3.79794651931396,59.5011621359187
"US","US48",48,4,"Kyle","US0726",6,96,6.68962849410704,107.034055905713
"US","US48",48,4,"Mary","US0727",5,54,2.54203577164197,27.4539863337333
"US","US48",48,4,"Mitch","US0728",2,38,2.54203577164197,48.2986796611974
"US","US48",48,4,"Sai","US0729",6,88,2.54203577164197,37.2831913174156
"US","US48",48,4,"Shauhin","US0730",5,24,3.79794651931396,18.230143292707
"US","US48",48,4,"Star","US0731",0,0,2.54203577164197,0
"US","US48",48,4,"Thomas","US0733",5,108,5.47729798219602,118.309636415434
"US","US48",48,5,"Bianca","US0716",8,161,5.62573897624475,113.217996896926
"US","US48",48,5,"Cedrek","US0717",2,35,3.94638751336269,69.0617814838471
"US","US48",48,5,"Charity","US0718",1,9,2.80873267371453,25.2785940634307
"US","US48",48,5,"Chrissy","US0719",2,32,3.94638751336269,63.1422002138031
"US","US48",48,5,"David","US0720",2,38,2.80873267371453,53.365920800576
"US","US48",48,5,"Eva","US0721",5,106,5.70041464850761,120.848790548361
"US","US48",48,5,"Joe","US0722",0,0,2.80873267371453,0
"US","US48",48,5,"Kamilla","US0724",3,56,2.80873267371453,52.4296765760045
"US","US48",48,5,"Kyle","US0726",3,52,2.80873267371453,48.6846996777184
"US","US48",48,5,"Mary","US0727",1,14,2.80873267371453,39.3222574320034
"US","US48",48,5,"Mitch","US0728",2,51,3.94638751336269,100.632881590749
"US","US48",48,5,"Sai","US0729",2,53,3.94638751336269,104.579269104111
"US","US48",48,5,"Shauhin","US0730",2,38,2.80873267371453,53.365920800576
"US","US48",48,5,"Star","US0731",2,29,5.70041464850761,82.6560124033603
"US","US48",48,6,"Cedrek","US0717",3,46,3.37816513750676,51.798532108437
"US","US48",48,6,"Charity","US0718",3,54,4.01722934968489,72.310128294328
"US","US48",48,6,"Chrissy","US0719",1,23,4.40159453775018,101.236674368254
"US","US48",48,6,"David","US0720",4,81,4.40159453775018,89.1322893894411
"US","US48",48,6,"Eva","US0721",4,55,3.37816513750676,46.449770640718
"US","US48",48,6,"Joe","US0722",3,53,3.37816513750676,59.6809174292861
"US","US48",48,6,"Kamilla","US0724",2,27,4.40159453775018,59.4215262596274
"US","US48",48,6,"Kyle","US0726",3,65,4.40159453775018,95.3678816512539
"US","US48",48,6,"Mary","US0727",2,27,4.40159453775018,59.4215262596274
"US","US48",48,6,"Mitch","US0728",4,59,3.37816513750676,49.8279357782248
"US","US48",48,6,"Sai","US0729",4,68,6.94184842225057,118.01142317826
"US","US48",48,6,"Shauhin","US0730",4,59,3.37816513750676,49.8279357782248
"US","US48",48,6,"Star","US0731",3,66,4.40159453775018,96.835079830504
"US","US48",48,7,"Cedrek","US0717",4,55,4.33168845265525,59.5607162240097
"US","US48",48,7,"Chrissy","US0719",2,40,3.69262424047713,73.8524848095425
"US","US48",48,7,"David","US0720",2,50,3.69262424047713,92.3156060119282
"US","US48",48,7,"Eva","US0721",1,40,3.69262424047713,147.704969619085
"US","US48",48,7,"Joe","US0722",3,64,3.69262424047713,78.7759837968454
"US","US48",48,7,"Kamilla","US0724",1,11,3.69262424047713,40.6188666452484
"US","US48",48,7,"Kyle","US0726",4,53,3.69262424047713,48.9272711863219
"US","US48",48,7,"Mary","US0727",0,0,3.69262424047713,0
"US","US48",48,7,"Mitch","US0728",10,144,3.69262424047713,53.1737890628706
"US","US48",48,7,"Sai","US0729",7,128,4.33168845265525,79.2080174199817
"US","US48",48,7,"Shauhin","US0730",6,106,3.69262424047713,65.2363615817626
"US","US48",48,7,"Star","US0731",1,37,3.69262424047713,136.627096897654
"US","US48",48,8,"Chrissy","US0719",2,33,5.03811613763654,83.128916271003
"US","US48",48,8,"David","US0720",6,55,4.38906654714314,40.2331100154787
"US","US48",48,8,"Eva","US0721",5,94,4.38906654714314,82.514451086291
"US","US48",48,8,"Joe","US0722",5,79,4.38906654714314,69.3472514448616
"US","US48",48,8,"Kamilla","US0724",7,98,4.38906654714314,61.4469316600039
"US","US48",48,8,"Kyle","US0726",9,116,4.38906654714314,56.5701910520671
"US","US48",48,8,"Mary","US0727",1,10,4.38906654714314,43.8906654714314
"US","US48",48,8,"Mitch","US0728",6,74,4.38906654714314,54.1318207480987
"US","US48",48,8,"Shauhin","US0730",5,68,4.38906654714314,59.6913050411466
"US","US48",48,8,"Star","US0731",3,36,4.38906654714314,52.6687985657176
"US","US48",48,9,"David","US0720",5,58,5.35748866409082,62.1468685034535
"US","US48",48,9,"Eva","US0721",16,236,7.28838442504312,107.503670269386
"US","US48",48,9,"Joe","US0722",9,105,4.70843907359741,54.9317891919698
"US","US48",48,9,"Kamilla","US0724",1,27,4.70843907359741,127.12785498713
"US","US48",48,9,"Kyle","US0726",12,230,4.70843907359741,90.2450822439504
"US","US48",48,9,"Mary","US0727",0,0,4.70843907359741,0
"US","US48",48,9,"Mitch","US0728",2,42,4.70843907359741,98.8772205455457
"US","US48",48,9,"Shauhin","US0730",6,109,4.70843907359741,85.536643170353
"US","US48",48,9,"Star","US0731",3,32,4.70843907359741,50.2233501183724
"US","US48",48,10,"Eva","US0721",2,56,5.02781160005169,140.778724801447
"US","US48",48,10,"Joe","US0722",5,93,5.02781160005169,93.5172957609614
"US","US48",48,10,"Kamilla","US0724",4,56,5.02781160005169,70.3893624007236
"US","US48",48,10,"Kyle","US0726",4,76,6.06723208467391,115.277409608804
"US","US48",48,10,"Mary","US0727",7,103,5.02781160005169,73.9806564007606
"US","US48",48,10,"Mitch","US0728",6,103,5.02781160005169,86.3107658008873
"US","US48",48,10,"Shauhin","US0730",4,67,5.02781160005169,84.2158443008658
"US","US48",48,10,"Star","US0731",8,146,5.6768611905451,103.602716727448
"US","US48",48,11,"Eva","US0721",13,164,5.26491975532895,66.4189876826114
"US","US48",48,11,"Joe","US0722",5,100,5.26491975532895,105.298395106579
"US","US48",48,11,"Kamilla","US0724",11,158,5.26491975532895,75.6233928492704
"US","US48",48,11,"Kyle","US0726",8,199,5.26491975532895,130.964878913808
"US","US48",48,11,"Mary","US0727",6,114,5.90398396750707,112.175695382634
"US","US48",48,11,"Mitch","US0728",3,53,5.26491975532895,93.0135823441448
"US","US48",48,11,"Shauhin","US0730",7,148,5.26491975532895,111.315446255526
"US","US48",48,12,"Eva","US0721",12,66,5.75373444762117,31.6455394619164
"US","US48",48,12,"Joe","US0722",13,151,5.75373444762117,66.8318385839074
"US","US48",48,12,"Kamilla","US0724",2,139,5.75373444762117,399.884544109671
"US","US48",48,12,"Kyle","US0726",4,171,5.75373444762117,245.972147635805
"US","US48",48,12,"Mitch","US0728",8,33,5.75373444762117,23.7341545964373
"US","US48",48,12,"Shauhin","US0730",12,122,7.46818098543088,75.926506685214
"US","US48",48,13,"Eva","US0721",4,166,18.2880801793018,758.955327441026
"US","US48",48,13,"Joe","US0722",12,157,13.1678809433557,172.279775675571
"US","US48",48,13,"Kamilla","US0724",12,256,13.1678809433557,280.914793458255
"US","US48",48,13,"Kyle","US0726",13,275,13.1678809433557,278.55132764791
"US","US48",48,13,"Mitch","US0728",2,108,13.1678809433557,711.065570941209
"US","US47",47,1,"Andy","US0698",7,158,4.59224049671503,103.653428354425
"US","US47",47,1,"Anika","US0699",3,34,4.59224049671503,52.0453922961037
"US","US47",47,1,"Aysha","US0700",13,146,2.77411230610211,31.1554151300698
"US","US47",47,1,"Caroline","US0701",0,14,2.77411230610211,0
"US","US47",47,1,"Gabe","US0702",11,268,10.4259476855546,254.013998157148
"US","US47",47,1,"Genevieve","US0703",2,17,2.77411230610211,23.5799546018679
"US","US47",47,1,"Jon","US0704",9,152,6.81415166298975,115.083450308271
"US","US47",47,1,"Kishan","US0705",1,27,2.77411230610211,74.9010322647569
"US","US47",47,1,"Kyle","US0706",1,16,2.77411230610211,44.3857968976337
"US","US47",47,1,"Rachel","US0707",7,113,4.59224049671503,74.1318823041141
"US","US47",47,1,"Rome","US0708",9,126,6.60002999582834,92.4004199415967
"US","US47",47,1,"Sam","US0709",3,64,4.59224049671503,97.967797263254
"US","US47",47,1,"Sierra","US0710",2,41,4.59224049671503,94.1409301826582
"US","US47",47,1,"Sol","US0711",1,7,2.77411230610211,19.4187861427147
"US","US47",47,1,"Sue","US0712",4,43,2.77411230610211,29.8217072905977
"US","US47",47,1,"Teeny","US0713",3,50,2.77411230610211,46.2352051017018
"US","US47",47,1,"Tiyana","US0714",2,26,2.77411230610211,36.0634599793274
"US","US47",47,1,"TK","US0715",9,79,2.77411230610211,24.3505413535629
"US","US47",47,2,"Andy","US0698",6,108,2.21061295610536,39.7910332098965
"US","US47",47,2,"Anika","US0699",5,58,2.21061295610536,25.6431102908222
"US","US47",47,2,"Aysha","US0700",1,20,2.21061295610536,44.2122591221073
"US","US47",47,2,"Caroline","US0701",3,40,3.44720199996702,45.9626933328935
"US","US47",47,2,"Gabe","US0702",7,116,3.44720199996702,57.1250617137391
"US","US47",47,2,"Genevieve","US0703",0,0,2.21061295610536,0
"US","US47",47,2,"Kishan","US0705",2,20,2.21061295610536,22.1061295610536
"US","US47",47,2,"Kyle","US0706",1,24,3.44720199996702,82.7328479992084
"US","US47",47,2,"Rachel","US0707",1,11,2.21061295610536,24.316742517159
"US","US47",47,2,"Rome","US0708",3,77,5.05780751590163,129.817059574808
"US","US47",47,2,"Sam","US0709",16,220,7.90500207569789,108.693778540846
"US","US47",47,2,"Sierra","US0710",2,20,2.21061295610536,22.1061295610536
"US","US47",47,2,"Sol","US0711",1,5,2.21061295610536,11.0530647805268
"US","US47",47,2,"Sue","US0712",7,88,3.44720199996702,43.3362537138711
"US","US47",47,2,"Teeny","US0713",4,57,2.21061295610536,31.5012346245014
"US","US47",47,2,"Tiyana","US0714",7,140,3.44720199996702,68.9440399993403
"US","US47",47,2,"TK","US0715",3,70,5.10071728649704,119.016736684931
"US","US47",47,3,"Andy","US0698",3,69,2.35677024255334,54.2057155787269
"US","US47",47,3,"Anika","US0699",4,41,2.35677024255334,24.1568949861718
"US","US47",47,3,"Aysha","US0700",6,82,5.24687457294502,71.7072858302486
"US","US47",47,3,"Caroline","US0701",1,8,2.35677024255334,18.8541619404268
"US","US47",47,3,"Gabe","US0702",3,41,2.35677024255334,32.2091933148957
"US","US47",47,3,"Genevieve","US0703",1,10,3.593359286415,35.93359286415
"US","US47",47,3,"Kishan","US0705",3,42,3.593359286415,50.3070300098099
"US","US47",47,3,"Kyle","US0706",6,98,5.2067837907989,85.0441352497154
"US","US47",47,3,"Rachel","US0707",3,20,2.35677024255334,15.7118016170223
"US","US47",47,3,"Rome","US0708",9,147,9.29056739445682,151.745934109461
"US","US47",47,3,"Sam","US0709",4,81,2.35677024255334,47.7245974117052
"US","US47",47,3,"Sierra","US0710",2,45,2.35677024255334,53.0273304574502
"US","US47",47,3,"Sol","US0711",2,36,3.593359286415,64.6804671554699
"US","US47",47,3,"Sue","US0712",2,36,2.35677024255334,42.4218643659602
"US","US47",47,3,"Teeny","US0713",6,130,3.593359286415,77.8561178723249
"US","US47",47,3,"Tiyana","US0714",0,0,2.35677024255334,0
"US","US47",47,4,"Andy","US0698",3,46,5.43371774643505,83.3170054453375
"US","US47",47,4,"Anika","US0699",1,17,2.54203577164197,43.2146081179135
"US","US47",47,4,"Caroline","US0701",2,32,5.43371774643505,86.9394839429608
"US","US47",47,4,"Gabe","US0702",1,25,2.54203577164197,63.5508942910493
"US","US47",47,4,"Genevieve","US0703",6,132,3.79794651931396,83.5548234249072
"US","US47",47,4,"Kishan","US0705",4,68,5.47729798219602,93.1140656973323
"US","US47",47,4,"Kyle","US0706",0,0,2.54203577164197,0
"US","US47",47,4,"Rachel","US0707",2,27,2.54203577164197,34.3174829171666
"US","US47",47,4,"Rome","US0708",7,132,3.79794651931396,71.6184200784919
"US","US47",47,4,"Sam","US0709",6,98,2.54203577164197,41.5199176034855
