,us01,us02,us03,us04,us05,us06,us07,us08,us09,us10,us11,us12,us13,us14,us15,us16,us17,us18,us19,us20,us21,us22,us23,us24,us25,us26,us27,us28,us29,us30,us31,us32,us33,us34,us35,us36,us37,us38,us39,us40,us41,us42,us43,us44,us45,us46,us47,us48,us49
us21,0.24769995107983797,0.20568938484588267,0.14541014454894158,0.19596959364312888,0.0,0.19310489121177898,0.21894824409159427,0.08748177652797064,0.21894824409159427,0.23479568927516803,0.19195902103695853,0.3547025330522875,0.23479568927516803,0.21711801974550438,0.1365363487168552,0.09428090415820636,0.19782153997480795,0.12963624321753375,0.10170463718138867,0.18952694413304733,0.0,0.18251085812790294,0.208336636438243,0.17661567410193818,0.1472373860392768,0.2670498351055837,0.20223458013156384,0.15674389621499954,0.2685355656385707,0.2181935729774746,0.20984928397833782,0.25905878354438744,0.1577927780092942,0.21697447973886472,0.2992450321078108,0.17239936760357732,0.22474065804290283,0.16668616677205805,0.17688852677315572,0.21222149953717934,0.3241071034252492,0.2933346502508148,0.15403758566684783,0.24466121795292328,0.27994168488950605,0.1929697466926405,0.1066272130360667,0.2109232728621672,0.11664236870396084
us22,0.2173909209227225,0.16671832506900058,0.0965256875905446,0.1800217545076128,0.10534076028170389,0.19689957535081187,0.17308883680065262,0.02618914004394621,0.1706816453809897,0.17228423559293965,0.056119585808456156,0.17410739892195928,0.15386119775818397,0.16364433849695156,0.13043795158622593,0.16364433849695156,0.22120470072833132,0.2265864091343348,0.14954191661403787,0.1368516185357638,0.18251085812790294,0.0,0.1626390945889309,0.22051059346566793,0.1741256591720219,0.29296703016344744,0.2901958604451723,0.12170935172208927,0.25581358060751697,0.21020469504537082,0.26767824559158826,0.2840097008830296,0.13086022384354348,0.09638104936749235,0.16519014968680654,0.3229341928776064,0.22188705704156117,0.23101242275804934,0.19849086371181612,0.30770930467479923,0.39323321919163634,0.2532240225818238,0.15525357159549516,0.23924960856020064,0.16666866096331814,0.24053959732567184,0.2674036193381336,0.15477781765972207,0.11837718548364388
us23,0.27445777796939386,0.17308883680065262,0.19329188769169683,0.09315851244203723,0.167685322395667,0.11023490069518173,0.1200635249634857,0.11027498611361634,0.13043795158622595,0.24625274252750562,0.1708440533683144,0.2533295475548966,0.2903253239157465,0.19626757827143484,0.1418201441080694,0.24032386383025695,0.29032532391574656,0.20117097825679683,0.16126161384635967,0.21630091787316388,0.208336636438243,0.1626390945889309,0.0,0.23669326859109927,0.2627282604127064,0.3158221860615265,0.16658107285709486,0.23417629543837554,0.23873963792610858,0.2800227145355602,0.24916646769249517,0.2787837556628469,0.1596859423393638,0.23720800051566024,0.241286744774178,0.30580855776727206,0.3053870548245788,0.1714139250927814,0.14180648373030913,0.25567208703384964,0.3498709387811407,0.29615550572529287,0.22653614310945927,0.22603103785501102,0.23889597487592898,0.25140782965133635,0.3408676856066176,0.2556808329433262,0.27336899472175424
us24,0.23333536102564614,0.21973526428694265,0.21015177948161928,0.22607281823659012,0.1619093027766277,0.2580726165761361,0.21072404065303577,0.1674614399940109,0.23970242453181206,0.25756761462099154,0.201874926244397,0.3302213429873076,0.22017343095599237,0.06547285010986553,0.23737789448683358,0.19414603975390632,0.28751693392613975,0.12706767696733923,0.22217950907378192,0.2554025864560578,0.17661567410193818,0.22051059346566793,0.23669326859109927,0.0,0.2047405831824571,0.2504686930034078,0.2631653228892479,0.2391119954741344,0.24711872292402048,0.26932826799637527,0.17363581924865562,0.18491403523886304,0.20793101227305938,0.27299836363265406,0.17360808755807497,0.26733498177816917,0.27931940249085724,0.22010346696452004,0.15385196385921215,0.19293603989786884,0.2549846239232229,0.3161312105992001,0.18928188661742976,0.2305737567232438,0.14419417382415922,0.25268620393474134,0.28918091147083536,0.25735863483953847,0.16242759561276357
us25,0.21419477630527717,0.18995771590923277,0.2116623128915053,0.2701109429160608,0.11111677990074317,0.24322937732660388,0.23422679666525936,0.19767297861583022,0.2204876017279623,0.28181127569024456,0.21729390496805157,0.30181796056324756,0.22447834323382462,0.20941958770855554,0.22858365953502685,0.13110744906159116,0.15713484026367722,0.2243823998916266,0.20358671863729816,0.12683026392711091,0.1472373860392768,0.1741256591720219,0.2627282604127064,0.2047405831824571,0.0,0.25543104973745223,0.30796914824102656,0.13881159164966725,0.2693865601941896,0.14753711564529923,0.24576708350533738,0.2475295594083492,0.16889143619780042,0.1995989351455934,0.19370610368218785,0.289658922210249,0.1722061567654342,0.25575619455966186,0.23045519848775486,0.31274097027125825,0.1765624205144592,0.31159692050339066,0.1658736531062895,0.25870372367867067,0.31187808924269844,0.29012637271984626,0.24369227993057563,0.3023723283359617,0.22202659574134395
us26,0.33594393726245614,0.23410127851228701,0.3303414367110744,0.4074076100397777,0.2150696998435763,0.3251527020419108,0.2973862625344052,0.36310294317382813,0.28649822513028866,0.41702729719136394,0.295832230697405,0.2827973683413644,0.3579035688910375,0.2522542240088712,0.28451291460072775,0.2636233227780675,0.32098449334844426,0.16897352191392703,0.3145900372883776,0.25866381026279134,0.2670498351055837,0.29296703016344744,0.3158221860615265,0.2504686930034078,0.25543104973745223,0.0,0.31449142043105116,0.2364889493167048,0.2199827358011666,0.22725831108329703,0.17584278916962537,0.2739093283978043,0.22794621258080905,0.18690852103578098,0.26253975105833544,0.3062368216911735,0.20089038032775453,0.3415767423235484,0.3470410463086419,0.1870224861789309,0.2731897762801721,0.2962642136951506,0.2329306778922242,0.1744476421049875,0.3975902580962372,0.3229739189274744,0.22253913176374193,0.4694264158768717,0.31390093951741993
us27,0.32303073831378004,0.22002158937191751,0.2366491074095021,0.2057964719297094,0.26196622655387336,0.11636611003344968,0.18217422372784667,0.24870329777447486,0.11237781348136384,0.25523187625685856,0.23295475213267539,0.28253438740222475,0.3409087469198527,0.23695668868174954,0.2039558191125271,0.2572355353492894,0.2735652439497053,0.22992864993485465,0.2154136790185827,0.23630940597122801,0.20223458013156384,0.2901958604451723,0.16658107285709486,0.2631653228892479,0.30796914824102656,0.31449142043105116,0.0,0.259153810532676,0.19228805128846377,0.29193362808284057,0.16215969022908341,0.3487046745390314,0.25412289057652854,0.2402576579064255,0.40836450938665175,0.2776192517359015,0.327427290858143,0.2328648109406473,0.19259221493356546,0.22331885889720435,0.1670106642806712,0.25866941117424663,0.2849401161631418,0.2381016741878919,0.4072547323012975,0.3107145740183624,0.32023775866854254,0.39036783888362103,0.3137750965038427
us28,0.1936827205214343,0.1494885466972751,0.15706469078141666,0.22872075968863997,0.07295546155099301,0.1565603417557038,0.16413648583984536,0.15552935721270653,0.1261989185867658,0.21793105822283806,0.12170935172208927,0.1722871284319604,0.19174191817889186,0.18323044766460936,0.15437201619114024,0.12177950120434985,0.12439841520874446,0.0917154373783912,0.17194275824631758,0.07632263669950036,0.15674389621499954,0.12170935172208927,0.23417629543837554,0.2391119954741344,0.13881159164966725,0.2364889493167048,0.259153810532676,0.0,0.1808410260092189,0.14567851179758018,0.2323151603565133,0.21064232198226804,0.1655591553606057,0.11636611003344967,0.24562353046953903,0.15354318677193604,0.19408164605767173,0.25726813690342076,0.21532915015353693,0.2276262651284331,0.27695901301133197,0.24679325946485323,0.17998866288187734,0.20358064289284192,0.282415306693259,0.21998091378175358,0.20331204105586428,0.26766914006651366,0.17330748453756867
us29,0.3440051075229002,0.20074570920694837,0.2830594588623535,0.2483445883959588,0.29240723528813173,0.210764997502015,0.2527001822542152,0.3171716166160022,0.18698141428679077,0.3855202702642716,0.26459992109105696,0.26801561892761966,0.35626342654149856,0.25005125870372263,0.22059312744511853,0.31138094537761607,0.28891992357135116,0.16063869832792982,0.24195375965877472,0.24355900240869974,0.2685355656385707,0.25581358060751697,0.23873963792610858,0.24711872292402048,0.2693865601941896,0.2199827358011666,0.19228805128846377,0.1808410260092189,0.0,0.2503286078766624,0.130523154160529,0.2719232272190536,0.2107487346783219,0.14422733552773234,0.35589255139470777,0.32416812822391844,0.2804210140335565,0.30175646611873436,0.30867715203681306,0.2786950882141282,0.27215427953691224,0.22589232979997928,0.3440887679798258,0.2596242752798448,0.44530599321912034,0.3576125408769227,0.24167033853670394,0.49824809035550743,0.31106825998495996
us30,0.13001539759259292,0.2129337427246565,0.23463833970692902,0.23260860112365944,0.21949447554942583,0.2358054539401476,0.2246234818791186,0.26983926439647604,0.20652007577511866,0.14366613966964775,0.20138914221548834,0.19510909332739923,0.14456367932207645,0.20287230269756898,0.20230523490431668,0.17693844413849702,0.07722017635192907,0.25624165508090424,0.22516546136020002,0.13689940070602252,0.2181935729774746,0.21020469504537082,0.2800227145355602,0.26932826799637527,0.14753711564529923,0.22725831108329703,0.29193362808284057,0.14567851179758018,0.2503286078766624,0.0,0.23396403529580315,0.13996943064132553,0.1918042732742346,0.18597265469843163,0.1688397824465838,0.28545537008950506,0.1347301611581806,0.2687130335089697,0.26061871097723177,0.2175565582339385,0.20709446793833514,0.33692916479488827,0.22371110376437697,0.17666679709868147,0.35896186115523326,0.2247297872601123,0.20979008492379458,0.32890638363609304,0.14759451067623966
us31,0.29402567278733105,0.13821245644895436,0.24165429141885106,0.25185482434243667,0.2120866902227096,0.2059547472898616,0.20054135611896146,0.28278179071928655,0.18217116407463738,0.3275530358433681,0.22319475364755442,0.26801561892761966,0.3000628690665162,0.18271959956072492,0.1910471042593586,0.2530716048527853,0.27541343619960945,0.11907241805196005,0.2413520972771353,0.2319820132329211,0.20984928397833782,0.26767824559158826,0.24916646769249517,0.17363581924865562,0.24576708350533738,0.17584278916962537,0.16215969022908341,0.2323151603565133,0.130523154160529,0.23396403529580315,0.0,0.245003067969246,0.19178142854603006,0.18490909783847928,0.2861710939835177,0.281887433095329,0.24364353220863247,0.21639699523798792,0.23408758355659717,0.160533530446442,0.15966051031276596,0.25866941117424663,0.2640411051952502,0.17289221862996856,0.3818794611877029,0.28620343571209556,0.15197183836929926,0.44750686473037343,0.29623392437264917
