season,episode,castaway_id,castaway,tribe,eliminated,confessionals_prev_ep,confessionals_last_2_ep,confessionals_last_3_ep,confessionals_cumulative,confessional_time_prev_ep,confessional_time_last_2_ep,confessional_time_last_3_ep,confessional_time_cumulative,votes_against_prev_ep,votes_against_last_2_ep,votes_against_last_3_ep,votes_against_cumulative,times_received_votes,voting_accuracy_prev_ep,voting_accuracy_last_2_ep,voting_accuracy_last_3_ep,voting_accuracy_cumulative,individual_wins_prev_ep,individual_wins_last_2_ep,individual_wins_last_3_ep,individual_wins_cumulative,has_immunity_this_tribal,num_tribe_swaps,has_idol,has_extra_vote,has_steal_vote,has_block_vote,has_idol_nullifier,has_other_advantage,advantages_in_circulation,players_remaining,day,gender,age,age_bucket,race_cat,collar,personality_type
1,7,US0007,Gretchen,Rattana,True,10,14,20,30,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,38.0,30-39,White,White collar,ESFJ
1,7,US0008,Greg,Rattana,False,1,5,11,19,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.5,0.3333333333333333,0,0,0,0,True,0,False,False,False,False,False,False,0,10,21,Male,24.0,18-24,White,Unknown,INTP
1,7,US0009,Jenna,Rattana,False,6,11,16,22,0.0,0.0,0.0,0.0,2,2,3,3,2,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,22.0,18-24,White,Unknown,ENFP
1,7,US0010,Gervase,Rattana,False,9,13,21,32,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,30.0,30-39,Black,No collar,ESTP
1,7,US0011,Colleen,Rattana,False,10,13,18,26,0.0,0.0,0.0,0.0,0,0,2,2,1,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,23.0,18-24,White,Unknown,INFP
1,7,US0012,Sean,Rattana,False,2,13,18,27,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,30.0,30-39,White,White collar,INTP
1,7,US0013,Sue,Rattana,False,3,7,11,20,0.0,0.0,0.0,0.0,0,1,1,1,1,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,38.0,30-39,White,Blue collar,ESTP
1,7,US0014,Rudy,Rattana,False,4,8,9,18,0.0,0.0,0.0,0.0,0,1,1,6,3,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,72.0,50+,White,Unknown,ISTJ
1,7,US0015,Kelly,Rattana,False,2,11,14,24,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.3333333333333333,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,22.0,18-24,White,No collar,ISFP
1,7,US0016,Richard,Rattana,False,6,10,18,36,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.6666666666666666,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,39.0,30-39,White,White collar,ENTP
1,8,US0008,Greg,Rattana,True,7,8,12,26,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.5,0.5,0.25,1,1,1,1,False,0,False,False,False,False,False,False,0,9,24,Male,24.0,18-24,White,Unknown,INTP
1,8,US0009,Jenna,Rattana,False,10,16,21,32,0.0,0.0,0.0,0.0,1,3,3,4,3,0.0,0.5,0.5,0.75,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,22.0,18-24,White,Unknown,ENFP
1,8,US0010,Gervase,Rattana,False,4,13,17,36,0.0,0.0,0.0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.25,0,0,0,0,True,0,False,False,False,False,False,False,0,9,24,Male,30.0,30-39,Black,No collar,ESTP
1,8,US0011,Colleen,Rattana,False,5,15,18,31,0.0,0.0,0.0,0.0,1,1,1,3,2,0.0,0.5,0.5,0.75,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,23.0,18-24,White,Unknown,INFP
1,8,US0012,Sean,Rattana,False,5,7,18,32,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Male,30.0,30-39,White,White collar,INTP
1,8,US0013,Sue,Rattana,False,5,8,12,25,0.0,0.0,0.0,0.0,1,1,2,2,2,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,38.0,30-39,White,Blue collar,ESTP
1,8,US0014,Rudy,Rattana,False,7,11,15,25,0.0,0.0,0.0,0.0,1,1,2,7,4,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Male,72.0,50+,White,Unknown,ISTJ
1,8,US0015,Kelly,Rattana,False,5,7,16,29,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,22.0,18-24,White,No collar,ISFP
1,8,US0016,Richard,Rattana,False,8,14,18,44,0.0,0.0,0.0,0.0,1,1,1,1,1,1.0,1.0,1.0,0.75,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Male,39.0,30-39,White,White collar,ENTP
1,9,US0009,Jenna,Rattana,True,10,20,26,42,0.0,0.0,0.0,0.0,3,4,6,7,4,1.0,0.5,0.6666666666666666,0.8,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Female,22.0,18-24,White,Unknown,ENFP
1,9,US0010,Gervase,Rattana,False,8,12,21,44,0.0,0.0,0.0,0.0,0,1,1,1,1,0.0,0.0,0.0,0.2,1,1,1,1,False,0,False,False,False,False,False,False,0,8,27,Male,30.0,30-39,Black,No collar,ESTP
1,9,US0011,Colleen,Rattana,False,3,8,18,34,0.0,0.0,0.0,0.0,0,1,1,3,2,0.0,0.0,0.3333333333333333,0.6,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Female,23.0,18-24,White,Unknown,INFP
1,9,US0012,Sean,Rattana,False,3,8,10,35,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.5,0.5,0.6,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Male,30.0,30-39,White,White collar,INTP
1,9,US0013,Sue,Rattana,False,8,13,16,33,0.0,0.0,0.0,0.0,0,1,1,2,2,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Female,38.0,30-39,White,Blue collar,ESTP
1,9,US0014,Rudy,Rattana,False,5,12,16,30,0.0,0.0,0.0,0.0,0,1,1,7,4,1.0,1.0,1.0,1.0,0,0,0,0,True,0,False,False,False,False,False,False,0,8,27,Male,72.0,50+,White,Unknown,ISTJ
1,9,US0015,Kelly,Rattana,False,8,13,15,37,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,0.6,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Female,22.0,18-24,White,No collar,ISFP
1,9,US0016,Richard,Rattana,False,8,16,22,52,0.0,0.0,0.0,0.0,0,1,1,1,1,1.0,1.0,1.0,0.8,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Male,39.0,30-39,White,White collar,ENTP
1,10,US0010,Gervase,Rattana,True,4,12,16,48,0.0,0.0,0.0,0.0,0,0,1,1,1,0.0,0.0,0.0,0.16666666666666666,0,1,1,1,False,0,False,False,False,False,False,False,0,7,30,Male,30.0,30-39,Black,No collar,ESTP
1,10,US0011,Colleen,Rattana,False,9,12,17,43,0.0,0.0,0.0,0.0,0,0,1,3,2,0.0,0.0,0.0,0.5,1,1,1,1,False,0,False,False,False,False,False,False,0,7,30,Female,23.0,18-24,White,Unknown,INFP
1,10,US0012,Sean,Rattana,False,5,8,13,40,0.0,0.0,0.0,0.0,1,1,1,1,1,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0,0,0,False,0,False,False,False,False,False,False,0,7,30,Male,30.0,30-39,White,White collar,INTP
1,10,US0013,Sue,Rattana,False,6,14,19,39,0.0,0.0,0.0,0.0,0,0,1,2,2,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,7,30,Female,38.0,30-39,White,Blue collar,ESTP
1,10,US0014,Rudy,Rattana,False,3,8,15,33,0.0,0.0,0.0,0.0,0,0,1,7,4,1.0,1.0,1.0,1.0,1,1,1,1,False,0,False,False,False,False,False,False,0,7,30,Male,72.0,50+,White,Unknown,ISTJ
1,10,US0015,Kelly,Rattana,False,5,13,18,42,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.5,0.6666666666666666,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,7,30,Female,22.0,18-24,White,No collar,ISFP
1,10,US0016,Richard,Rattana,False,8,16,24,60,0.0,0.0,0.0,0.0,3,3,4,4,2,1.0,1.0,1.0,0.8333333333333334,0,0,0,0,True,0,False,False,False,False,False,False,0,7,30,Male,39.0,30-39,White,White collar,ENTP
1,11,US0011,Colleen,Rattana,True,3,12,15,46,0.0,0.0,0.0,0.0,0,0,0,3,2,0.0,0.0,0.0,0.42857142857142855,0,1,1,1,False,0,False,False,False,False,False,False,0,6,33,Female,23.0,18-24,White,Unknown,INFP
1,11,US0012,Sean,Rattana,False,4,9,12,44,0.0,0.0,0.0,0.0,2,3,3,3,2,1.0,1.0,1.0,0.7142857142857143,0,0,0,0,False,0,False,False,False,False,False,False,0,6,33,Male,30.0,30-39,White,White collar,INTP
1,11,US0013,Sue,Rattana,False,8,14,22,47,0.0,0.0,0.0,0.0,0,0,0,2,2,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,6,33,Female,38.0,30-39,White,Blue collar,ESTP
1,11,US0014,Rudy,Rattana,False,4,7,12,37,0.0,0.0,0.0,0.0,0,0,0,7,4,1.0,1.0,1.0,1.0,0,1,1,1,False,0,False,False,False,False,False,False,0,6,33,Male,72.0,50+,White,Unknown,ISTJ
1,11,US0015,Kelly,Rattana,False,8,13,21,50,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.5,0.6666666666666666,0.5714285714285714,0,0,0,0,True,0,False,False,False,False,False,False,0,6,33,Female,22.0,18-24,White,No collar,ISFP
1,11,US0016,Richard,Rattana,False,8,16,24,68,0.0,0.0,0.0,0.0,0,3,3,4,2,1.0,1.0,1.0,0.8571428571428571,1,1,1,1,False,0,False,False,False,False,False,False,0,6,33,Male,39.0,30-39,White,White collar,ENTP
1,12,US0012,Sean,Rattana,True,6,10,15,50,0.0,0.0,0.0,0.0,2,4,5,5,3,1.0,1.0,1.0,0.75,1,1,1,1,False,0,False,False,False,False,False,False,0,5,36,Male,30.0,30-39,White,White collar,INTP
1,12,US0013,Sue,Rattana,False,10,18,24,57,0.0,0.0,0.0,0.0,0,0,0,2,2,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,5,36,Female,38.0,30-39,White,Blue collar,ESTP
1,12,US0014,Rudy,Rattana,False,2,6,9,39,0.0,0.0,0.0,0.0,0,0,0,7,4,1.0,1.0,1.0,1.0,0,0,1,1,False,0,False,False,False,False,False,False,0,5,36,Male,72.0,50+,White,Unknown,ISTJ
1,12,US0015,Kelly,Rattana,False,12,20,25,62,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.5,0.3333333333333333,0.5,1,1,1,1,True,0,False,False,False,False,False,False,0,5,36,Female,22.0,18-24,White,No collar,ISFP
1,12,US0016,Richard,Rattana,False,5,13,21,73,0.0,0.0,0.0,0.0,0,0,3,4,2,1.0,1.0,1.0,0.875,0,1,1,1,False,0,False,False,False,False,False,False,0,5,36,Male,39.0,30-39,White,White collar,ENTP
1,13,US0013,Sue,Rattana,True,8,18,26,65,0.0,0.0,0.0,0.0,1,1,1,3,3,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,4,37,Female,38.0,30-39,White,Blue collar,ESTP
1,13,US0014,Rudy,Rattana,False,4,6,10,43,0.0,0.0,0.0,0.0,0,0,0,7,4,1.0,1.0,1.0,1.0,0,0,0,1,False,0,False,False,False,False,False,False,0,4,37,Male,72.0,50+,White,Unknown,ISTJ
1,13,US0015,Kelly,Rattana,False,8,20,28,70,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.5,0.6666666666666666,0.5555555555555556,2,3,3,3,True,0,False,False,False,False,False,False,0,4,37,Female,22.0,18-24,White,No collar,ISFP
1,13,US0016,Richard,Rattana,False,8,13,21,81,0.0,0.0,0.0,0.0,0,0,0,4,2,1.0,1.0,1.0,0.8888888888888888,0,0,1,1,False,0,False,False,False,False,False,False,0,4,37,Male,39.0,30-39,White,White collar,ENTP
1,13,US0013,Sue,Rattana,False,8,18,26,65,0.0,0.0,0.0,0.0,1,1,1,3,3,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,4,38,Female,38.0,30-39,White,Blue collar,ESTP
1,13,US0014,Rudy,Rattana,True,4,6,10,43,0.0,0.0,0.0,0.0,0,0,0,7,4,1.0,1.0,1.0,1.0,0,0,0,1,False,0,False,False,False,False,False,False,0,4,38,Male,72.0,50+,White,Unknown,ISTJ
1,13,US0015,Kelly,Rattana,False,8,20,28,70,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.5,0.6666666666666666,0.5555555555555556,2,3,3,3,True,0,False,False,False,False,False,False,0,4,38,Female,22.0,18-24,White,No collar,ISFP
1,13,US0016,Richard,Rattana,False,8,13,21,81,0.0,0.0,0.0,0.0,0,0,0,4,2,1.0,1.0,1.0,0.8888888888888888,0,0,1,1,False,0,False,False,False,False,False,False,0,4,38,Male,39.0,30-39,White,White collar,ENTP
2,7,US0023,Jeff,Barramundi,True,4,8,9,26,0.0,0.0,0.0,0.0,0,1,1,2,2,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,34.0,30-39,White,White collar,ENFP
2,7,US0024,Alicia,Barramundi,False,4,7,8,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,32.0,30-39,Black,No collar,ESTJ
2,7,US0025,Jerri,Barramundi,False,6,11,17,38,0.0,0.0,0.0,0.0,0,0,0,2,2,0.0,0.0,0.0,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,30.0,30-39,White,No collar,ESFP
2,7,US0026,Nick,Barramundi,False,2,3,4,6,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,23.0,18-24,Black,Unknown,ISTJ
2,7,US0027,Amber,Barramundi,False,1,4,6,11,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,22.0,18-24,White,White collar,ISFP
2,7,US0028,Rodger,Barramundi,False,2,5,7,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,53.0,50+,White,Blue collar,ISFJ
2,7,US0029,Elisabeth,Barramundi,False,2,5,5,12,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,23.0,18-24,White,White collar,INFP
2,7,US0030,Keith,Barramundi,False,2,6,10,28,0.0,0.0,0.0,0.0,0,0,5,5,1,0.0,0.0,1.0,0.6666666666666666,0,0,0,0,True,0,False,False,False,False,False,False,0,10,21,Male,40.0,40-49,White,No collar,ESTJ
2,7,US0031,Colby,Barramundi,False,7,10,15,29,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Male,26.0,25-29,White,Blue collar,ISTP
2,7,US0032,Tina,Barramundi,False,2,4,10,21,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,10,21,Female,40.0,40-49,White,White collar,ESFJ
2,8,US0024,Alicia,Barramundi,True,4,8,11,20,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,32.0,30-39,Black,No collar,ESTJ
2,8,US0025,Jerri,Barramundi,False,7,13,18,45,0.0,0.0,0.0,0.0,0,0,0,2,2,1.0,1.0,1.0,0.6666666666666666,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,30.0,30-39,White,No collar,ESFP
2,8,US0026,Nick,Barramundi,False,3,5,6,9,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Male,23.0,18-24,Black,Unknown,ISTJ
2,8,US0027,Amber,Barramundi,False,1,2,5,12,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,0.6666666666666666,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,22.0,18-24,White,White collar,ISFP
2,8,US0028,Rodger,Barramundi,False,4,6,9,20,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Male,53.0,50+,White,Blue collar,ISFJ
2,8,US0029,Elisabeth,Barramundi,False,3,5,8,15,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,23.0,18-24,White,White collar,INFP
2,8,US0030,Keith,Barramundi,False,6,8,12,34,0.0,0.0,0.0,0.0,0,0,0,5,1,1.0,1.0,1.0,0.8,1,1,1,1,True,0,False,False,False,False,False,False,0,9,24,Male,40.0,40-49,White,No collar,ESTJ
2,8,US0031,Colby,Barramundi,False,7,14,17,36,0.0,0.0,0.0,0.0,9,9,9,9,1,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Male,26.0,25-29,White,Blue collar,ISTP
2,8,US0032,Tina,Barramundi,False,7,9,11,28,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,9,24,Female,40.0,40-49,White,White collar,ESFJ
2,10,US0025,Jerri,Barramundi,True,0,4,11,49,0.0,0.0,0.0,0.0,0,4,4,6,3,0.0,1.0,1.0,0.7142857142857143,0,1,1,1,False,0,False,False,False,False,False,False,0,8,27,Female,30.0,30-39,White,No collar,ESFP
2,10,US0026,Nick,Barramundi,False,0,1,4,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,0,0,True,0,False,False,False,False,False,False,0,8,27,Male,23.0,18-24,Black,Unknown,ISTJ
2,10,US0027,Amber,Barramundi,False,0,1,2,13,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.7142857142857143,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Female,22.0,18-24,White,White collar,ISFP
2,10,US0028,Rodger,Barramundi,False,0,3,7,23,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Male,53.0,50+,White,Blue collar,ISFJ
2,10,US0029,Elisabeth,Barramundi,False,0,11,14,26,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Female,23.0,18-24,White,White collar,INFP
2,10,US0030,Keith,Barramundi,False,0,3,9,37,0.0,0.0,0.0,0.0,0,0,0,5,1,0.0,1.0,1.0,0.8333333333333334,0,1,2,2,False,0,False,False,False,False,False,False,0,8,27,Male,40.0,40-49,White,No collar,ESTJ
2,10,US0031,Colby,Barramundi,False,0,4,11,40,0.0,0.0,0.0,0.0,0,0,9,9,1,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Male,26.0,25-29,White,Blue collar,ISTP
2,10,US0032,Tina,Barramundi,False,0,3,10,31,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,8,27,Female,40.0,40-49,White,White collar,ESFJ
2,11,US0026,Nick,Barramundi,True,4,4,5,14,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.5,0.5,1,1,1,1,False,0,False,False,False,False,False,False,0,7,30,Male,23.0,18-24,Black,Unknown,ISTJ
2,11,US0027,Amber,Barramundi,False,2,2,3,15,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.5,0.625,0,0,0,0,False,0,False,False,False,False,False,False,0,7,30,Female,22.0,18-24,White,White collar,ISFP
2,11,US0028,Rodger,Barramundi,False,0,0,3,23,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.5,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,7,30,Male,53.0,50+,White,Blue collar,ISFJ
2,11,US0029,Elisabeth,Barramundi,False,1,1,12,27,0.0,0.0,0.0,0.0,2,2,2,2,1,1.0,1.0,0.5,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,7,30,Female,23.0,18-24,White,White collar,INFP
2,11,US0030,Keith,Barramundi,False,3,3,6,40,0.0,0.0,0.0,0.0,0,0,0,5,1,1.0,1.0,1.0,0.8571428571428571,0,0,1,2,False,0,False,False,False,False,False,False,0,7,30,Male,40.0,40-49,White,No collar,ESTJ
2,11,US0031,Colby,Barramundi,False,5,5,9,45,0.0,0.0,0.0,0.0,0,0,0,9,1,1.0,1.0,1.0,1.0,0,0,0,0,True,0,False,False,False,False,False,False,0,7,30,Male,26.0,25-29,White,Blue collar,ISTP
2,11,US0032,Tina,Barramundi,False,2,2,5,33,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,7,30,Female,40.0,40-49,White,White collar,ESFJ
2,12,US0027,Amber,Barramundi,True,3,5,5,18,0.0,0.0,0.0,0.0,2,2,2,2,1,1.0,0.5,0.5,0.6666666666666666,0,0,0,0,False,0,False,False,False,False,False,False,0,6,33,Female,22.0,18-24,White,White collar,ISFP
2,12,US0028,Rodger,Barramundi,False,2,2,2,25,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.5,0.5,0.42857142857142855,0,0,0,0,False,0,False,False,False,False,False,False,0,6,33,Male,53.0,50+,White,Blue collar,ISFJ
2,12,US0029,Elisabeth,Barramundi,False,9,10,10,36,0.0,0.0,0.0,0.0,0,2,2,2,1,0.0,0.5,0.5,0.42857142857142855,0,0,0,0,False,0,False,False,False,False,False,False,0,6,33,Female,23.0,18-24,White,White collar,INFP
2,12,US0030,Keith,Barramundi,False,6,9,9,46,0.0,0.0,0.0,0.0,1,1,1,6,2,1.0,1.0,1.0,0.875,0,0,0,2,False,0,False,False,False,False,False,False,0,6,33,Male,40.0,40-49,White,No collar,ESTJ
2,12,US0031,Colby,Barramundi,False,4,9,9,49,0.0,0.0,0.0,0.0,0,0,0,9,1,1.0,1.0,1.0,1.0,1,1,1,1,True,0,False,False,False,False,False,False,0,6,33,Male,26.0,25-29,White,Blue collar,ISTP
2,12,US0032,Tina,Barramundi,False,7,9,9,40,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,6,33,Female,40.0,40-49,White,White collar,ESFJ
2,13,US0028,Rodger,Barramundi,True,5,7,7,30,0.0,0.0,0.0,0.0,2,2,2,2,1,1.0,0.5,0.6666666666666666,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,5,36,Male,53.0,50+,White,Blue collar,ISFJ
2,13,US0029,Elisabeth,Barramundi,False,8,17,18,44,0.0,0.0,0.0,0.0,0,0,2,2,1,1.0,0.5,0.6666666666666666,0.5,0,0,0,0,False,0,False,False,False,False,False,False,0,5,36,Female,23.0,18-24,White,White collar,INFP
2,13,US0030,Keith,Barramundi,False,5,11,14,51,0.0,0.0,0.0,0.0,0,1,1,6,2,1.0,1.0,1.0,0.8888888888888888,0,0,0,2,False,0,False,False,False,False,False,False,0,5,36,Male,40.0,40-49,White,No collar,ESTJ
2,13,US0031,Colby,Barramundi,False,9,13,18,58,0.0,0.0,0.0,0.0,0,0,0,9,1,0.0,0.5,0.6666666666666666,0.8888888888888888,2,3,3,3,True,0,False,False,False,False,False,False,0,5,36,Male,26.0,25-29,White,Blue collar,ISTP
2,13,US0032,Tina,Barramundi,False,6,13,15,46,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,False,0,False,False,False,False,False,False,0,5,36,Female,40.0,40-49,White,White collar,ESFJ
2,14,US0029,Elisabeth,Barramundi,True,4,12,21,48,0.0,0.0,0.0,0.0,0,0,0,2,1,0.0,0.5,0.3333333333333333,0.4444444444444444,0,0,0,0,False,0,False,False,False,False,False,False,0,4,39,Female,23.0,18-24,White,White collar,INFP
2,14,US0030,Keith,Barramundi,False,6,11,17,57,0.0,0.0,0.0,0.0,2,2,3,8,3,1.0,1.0,1.0,0.9,0,0,0,2,False,0,False,False,False,False,False,False,0,4,39,Male,40.0,40-49,White,No collar,ESTJ
2,14,US0031,Colby,Barramundi,False,10,19,23,68,0.0,0.0,0.0,0.0,0,0,0,9,1,1.0,0.5,0.6666666666666666,0.9,1,3,4,4,True,0,False,False,False,False,False,False,0,4,39,Male,26.0,25-29,White,Blue collar,ISTP
2,14,US0032,Tina,Barramundi,False,5,11,18,51,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,1,1,1,1,False,0,False,False,False,False,False,False,0,4,39,Female,40.0,40-49,White,White collar,ESFJ
2,15,US0030,Keith,Barramundi,True,5,11,16,62,0.0,0.0,0.0,0.0,1,3,3,9,4,1.0,1.0,1.0,0.9090909090909091,0,0,0,2,False,0,False,False,False,False,False,False,0,3,41,Male,40.0,40-49,White,No collar,ESTJ
2,15,US0031,Colby,Barramundi,False,13,23,32,81,0.0,0.0,0.0,0.0,0,0,0,9,1,1.0,1.0,0.6666666666666666,0.9090909090909091,2,3,5,6,True,0,False,False,False,False,False,False,0,3,41,Male,26.0,25-29,White,Blue collar,ISTP
2,15,US0032,Tina,Barramundi,False,3,8,14,54,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,1,1,1,False,0,False,False,False,False,False,False,0,3,41,Female,40.0,40-49,White,White collar,ESFJ
3,7,US0039,Clarence,Moto Maji,True,6,7,13,23,0.0,0.0,0.0,0.0,0,0,0,4,2,0.0,1.0,1.0,1.0,0,0,0,0,False,2,False,False,False,False,False,False,0,10,21,Male,24.0,18-24,Black,No collar,ISTP
3,7,US0040,Kelly,Moto Maji,False,3,7,8,12,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,False,2,False,False,False,False,False,False,0,10,21,Female,22.0,18-24,White,White collar,ENTP
3,7,US0041,Brandon,Moto Maji,False,4,7,9,16,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.6,0,0,0,0,False,2,False,False,False,False,False,False,0,10,21,Male,25.0,25-29,White,No collar,ENFP
