,us01,us02,us03,us04,us05,us06,us07,us08,us09,us10,us11,us12,us13,us14,us15,us16,us17,us18,us19,us20,us21,us22,us23,us24,us25,us26,us27,us28,us29,us30,us31,us32,us33,us34,us35,us36,us37,us38,us39,us40,us41,us42,us43,us44,us45,us46,us47,us48,us49
us37,82.4299946766994,84.25845618072805,81.90891803668534,72.81873294865147,84.63726338493512,73.93677088085352,76.61237957725245,74.77457759911287,75.49608003661658,76.24344516334006,79.52643866040479,78.05189034582467,85.77401641757028,76.97446536280435,81.73181872169873,88.98115132051939,89.46592397182961,76.60964591893756,72.05233285126246,83.88864409755307,77.52593419570972,77.81129429584388,69.46129451754213,72.06805975091429,82.77938432345658,79.91096196722455,67.2572709141857,80.59183539423283,71.95789859664434,86.52698388418194,75.63564677913675,74.22588999022108,79.69496255397695,82.70762635487753,73.96169639070266,73.61128836690382,100.0,75.97115305033051,67.49558282990763,83.17347752176457,70.63354257925212,73.69394415228618,88.21488698022421,86.6673797711859,64.07751529815907,82.36659366084015,89.2392863841551,65.97502654434695,75.41338234756513
us38,72.45103140209174,89.0005611815426,85.52546535029971,88.71060998819891,88.50951480571861,82.49068922776168,77.18738836886257,81.05921001772288,81.0614134762979,67.89470528441083,76.27532802612424,77.37862888646443,79.09502451442691,79.02099150762054,80.06819377369665,83.50537618563936,82.05295645845571,86.30711034663877,74.03116716305506,75.35414856578633,83.3313833227942,76.89875772419506,82.85860749072185,77.989653303548,74.42438054403382,65.84232576764516,76.71351890593527,74.27318630965793,69.82435338812655,73.12869664910303,78.3603004762012,73.83198677693083,85.61226820665537,73.27644704197812,72.50993703347204,81.1157593754545,75.97115305033051,100.0,79.39443009905943,81.97902629044962,68.2699205107332,71.53197771007457,79.28292631855818,79.61932224762268,76.83240496478702,83.09925876217805,81.26728225713732,68.72412505702422,68.97455530129577
us39,80.65025609714638,79.39501651511712,73.73816226562474,87.48562164861636,87.87816946537347,84.56711390267455,88.6077240808834,83.6243048610925,87.7098107079481,81.98561295548558,78.91025965318218,71.49916936972431,77.27369617155748,81.42441709740102,72.23202894197588,72.22346555479197,77.27369617155748,82.93055042104986,85.68205018707576,80.14517982487028,82.31114732268443,80.15091362881839,85.81935162696908,84.61480361407878,76.95448015122452,65.2958953691358,80.74077850664345,78.4670849846463,69.1322847963187,73.93812890227682,76.59124164434029,76.05929530287594,83.9140934542818,73.5735791378214,77.89341760479374,78.28819802544956,67.49558282990763,79.39443009905943,100.0,81.08983848500215,76.88893420797214,75.76412316919551,78.07150375037615,79.71216050340682,84.94923727723895,72.71097043355445,63.387638276639194,81.50298451753285,79.17068714694126
us40,77.28308094863903,86.13846230531132,73.83176855753082,74.69035608428834,81.98561295548556,81.15112977899864,80.0684515448186,69.11772334962049,84.02261343231143,72.76173191811559,76.97446536280437,75.81282012143299,77.36730246346355,82.63131961229674,77.13083901113094,80.65277279253473,81.05921001772288,88.10264780860729,73.01632965477826,81.90129308875179,78.77785004628205,69.22906953252009,74.43279129661504,80.70639601021313,68.72590297287418,81.29775138210691,77.66811411027956,77.23737348715669,72.13049117858719,78.24434417660615,83.9466469553558,72.42289159180064,80.63451177043653,73.39478331229337,70.79848707996544,83.2314677604333,83.17347752176457,81.97902629044962,81.08983848500215,100.0,74.41333142748849,68.84468335818532,74.09417883471103,92.29205991888402,70.74438139449089,81.20639614550046,80.41908825007634,64.96700242377696,72.52084764865313
us41,77.56619557306965,77.36400143368249,65.24217089905595,67.8548133650683,67.25422168076582,82.41476415644354,81.40202532115362,59.34961438916806,82.41476415644354,69.24646697696603,65.24217089905595,67.1249284594374,68.09601546789268,79.58650066217407,62.978887133054705,76.82261106110761,78.19754091341477,75.90419525081053,61.823983012064176,78.19754091341477,67.58928965747508,60.67667808083637,65.01290612188593,74.5015376076777,82.34375794855409,72.68102237198279,83.29893357193288,72.30409869886681,72.78457204630877,79.29055320616649,84.03394896872341,73.76481684430193,70.3741425085376,66.83992955645546,66.6228763404207,68.83312743894506,70.63354257925212,68.2699205107332,76.88893420797214,74.41333142748849,100.0,69.14706265972302,60.40961253007253,77.02109354062829,59.27452676987025,64.35146514855057,63.317433602225194,55.132391146139305,69.90422257207389
us42,70.30604960349048,73.80337734461267,79.46023159410504,64.19328493159746,72.88059681474648,73.80337734461267,74.30845361688877,76.4161307206792,73.80337734461267,65.48645472779947,79.46023159410504,69.35870614858294,68.85362987630683,67.67965298765472,75.92469768817232,71.72139676919494,68.85362987630683,71.5309680452233,75.97634270599552,75.92469768817232,70.66653497491853,74.6775977418176,70.38444942747071,68.38687894008,68.84030794966094,70.37357863048494,74.13305888257533,75.32067405351468,77.41076702000207,66.30708352051118,74.13305888257533,63.277288443907885,70.84140060452178,81.41187354972614,63.449095588983525,69.55512989132497,73.69394415228618,71.53197771007457,75.76412316919551,68.84468335818532,69.14706265972302,100.0,70.49216927751436,69.66193743597292,62.69213206934905,74.46773684581338,80.63874289608263,67.86851297139947,80.10758714884065
us43,74.95663483297645,76.7244017859428,83.79546959780828,70.54288546721736,89.68802610769619,76.7244017859428,81.14381916835873,89.68802610769619,76.7244017859428,72.50140295385647,83.79546959780828,64.08044092932867,74.95663483297645,76.7244017859428,80.56023153402678,83.79546959780828,74.95663483297645,78.30330754412202,82.06043089696439,83.79546959780828,84.59624143331521,84.47464284045049,77.34638568905407,81.07181133825702,83.41263468937106,76.70693221077758,71.50598838368583,82.00113371181227,65.59112320201741,77.6288896235623,73.59588948047498,68.71405412154088,82.73577193213181,78.63381241542477,76.7244017859428,70.50818798834297,88.21488698022421,79.28292631855818,78.07150375037615,74.09417883471103,60.40961253007253,70.49216927751436,100.0,77.9296974356926,69.92076985837372,75.92251138158612,87.30330531571438,76.82261106110761,86.68474729986005
us44,74.83055472456182,86.79343187632837,74.1808311492228,76.44798845725272,77.56619557306965,82.44957771490701,86.85064671198943,69.95980642064941,86.68551119359287,72.76173191811559,80.81205446900364,81.64912219222012,74.67385162855973,82.63131961229674,79.37479611774357,79.70744705556433,78.36575918281905,83.26536626350367,74.70080055630315,80.44683179428883,75.53387820470768,76.07503914397994,77.3968962144989,76.94262432767562,74.12962763213294,82.55523578950125,76.18983258121081,79.6419357107158,74.03757247201553,82.33332029013185,82.71077813700313,74.32577659972846,83.47626832682202,76.91377082708544,72.80120055777307,76.39610220896333,86.6673797711859,79.61932224762268,79.71216050340682,92.29205991888402,77.02109354062829,69.66193743597292,77.9296974356926,100.0,66.32496401207496,75.64706535916328,81.70537663132089,62.0482591214802,74.40316797667145
us45,72.38981467101924,70.9398484548991,77.4405773937803,76.1104025124071,79.00437363328705,69.58650066217406,74.63726338493512,83.33313390366818,69.58650066217406,75.81332636826161,77.4405773937803,71.07107672549604,81.8599947761962,79.68802610769619,67.97039728860331,69.92076985837372,71.7584693306741,75.35926583731504,73.86295379849122,71.7584693306741,72.0058315110494,83.33313390366818,76.1104025124071,85.58058261758407,68.81219107573015,60.240974190376285,59.27452676987025,71.7584693306741,55.469400678087965,64.10381388447668,61.81205388122971,75.20270042820482,76.83240496478702,64.16923552276215,85.2742767419371,73.67331358262541,64.07751529815907,76.83240496478702,84.94923727723895,70.74438139449089,59.27452676987025,62.69213206934905,69.92076985837372,66.32496401207496,100.0,76.80923205343517,55.646444992353935,82.67949192431122,77.77751187155758
us46,81.33309488057783,79.28251957237826,91.06763259215407,75.20473740688219,89.05668076735105,74.707906769117,74.81582745185251,79.39501651511712,73.93677088085352,83.16412425746316,83.73467337984913,74.99340184765401,92.81669301651762,83.6243048610925,89.13150688176232,93.32176928879372,89.8587610724888,82.4457935591149,70.39072346682676,82.56072163667133,80.70302533073594,75.9460402674328,74.85921703486636,74.73137960652588,70.98736272801538,67.70260810725256,68.92854259816377,78.00190862182464,64.23874591230773,77.52702127398877,71.37965642879045,77.079943966083,73.36506151467492,73.78217169046607,72.45103140209174,81.54788018617961,82.36659366084015,83.09925876217805,72.71097043355445,81.20639614550046,64.35146514855057,74.46773684581338,75.92251138158612,75.64706535916328,76.80923205343517,100.0,83.59716690100551,74.25733588973783,78.42457014691263
us47,74.25550161524833,79.53038107636561,78.28914951537092,71.60385118579877,83.05944244138868,65.59739405960825,64.2440462668832,71.82402778092414,67.97622413314575,66.46909984613731,74.360778508779,75.60716884176118,75.05391145158941,66.79866432108952,82.90403395819507,82.97705897143497,79.66879589441356,76.2951430125841,76.59813271787378,76.79302872660779,89.33727869639333,73.25963806618664,65.91323143933823,71.08190885291647,75.63077200694244,77.7460868236258,67.97622413314575,79.66879589441356,75.83296614632961,79.02099150762054,84.80281616307008,71.0872641355847,78.91025965318218,80.98132488740731,68.15017926715592,77.27723576423209,89.2392863841551,81.26728225713732,63.387638276639194,80.41908825007634,63.317433602225194,80.63874289608263,87.30330531571438,81.70537663132089,55.646444992353935,83.59716690100551,100.0,57.74727155300259,69.94136112636308
us48,75.76756284790864,64.0100798491139,76.66547622084393,71.28921990039383,84.18075453533747,72.3554920307545,76.39610220896334,87.66491503930133,69.21279522548096,83.1080046716547,80.65025609714638,65.27018462888775,80.20101012677668,72.1219181943412,70.20262835969201,70.83184527605492,72.11978977035899,66.08708309183092,80.08877095515976,75.26248657563252,78.90767271378328,84.52221823402779,74.43191670566738,74.26413651604615,69.76276716640383,53.05735841231283,60.9632161116379,73.23308599334864,50.17519096444926,67.1093616363907,55.24931352696265,67.79374897235819,68.72412505702422,70.44656553093816,75.76352247907836,68.496932680575,65.97502654434695,68.72412505702422,81.50298451753285,64.96700242377696,55.132391146139305,67.86851297139947,76.82261106110761,62.0482591214802,82.67949192431122,74.25733588973783,57.74727155300259,100.0,81.70537663132089
us49,91.02086627064702,69.72196091474233,85.54120637940485,72.25711912511296,82.44320661971601,68.36861312201728,76.65461390855984,88.41697354721063,71.24438028982306,94.76217199121075,92.34534455380256,75.12787431379355,88.77644444318636,89.0005611815426,79.32818693697845,90.92781576746971,78.67491899766425,72.95719897852382,83.46254954958276,81.55068616547004,88.33576312960392,88.16228145163562,72.66310052782458,83.75724043872364,77.7973404258656,68.60990604825801,68.62249034961573,82.66925154624315,68.89317400150401,85.24054893237604,70.37660756273509,78.30090896056709,75.77756873179385,85.20285181454452,84.58114379912666,66.86193694679652,75.41338234756513,68.97455530129577,79.17068714694126,72.52084764865313,69.90422257207389,80.10758714884065,86.68474729986005,74.40316797667145,77.77751187155758,78.42457014691263,69.94136112636308,81.70537663132089,100.0
